"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
2019,NA,"Average",2,2956,5,2,1,8,0.459,553500,"CHARLOTTESVILLE"
2019,NA,"Average",2,2764,5,3,1,8,0.459,547400,"CHARLOTTESVILLE"
2019,NA,"Average",1.25,2118,3,2,1,6,0.459,510600,"CHARLOTTESVILLE"
2019,NA,"Average",2,2660,4,2,1,7,0.46,537500,"CHARLOTTESVILLE"
2019,NA,"Average",2,2438,4,2,1,7,0.459,516000,"CHARLOTTESVILLE"
2020,NA,"Average",2,2380,4,3,1,8,0.459,509600,"CHARLOTTESVILLE"
2020,NA,"Average",2,2737,6,3,1,10,0.459,557500,"CHARLOTTESVILLE"
2019,NA,"Average",2,2466,4,3,1,7,0.459,516900,"CHARLOTTESVILLE"
2019,NA,"Average",2,2792,4,3,1,8,0.459,555600,"CHARLOTTESVILLE"
2020,NA,"Average",2,4236,5,6,1,9,0.459,733400,"CHARLOTTESVILLE"
2020,NA,"Average",2,3676,6,6,1,10,0.459,672300,"CHARLOTTESVILLE"
2020,NA,"Average",2,2228,4,3,1,7,0.471,507200,"CHARLOTTESVILLE"
2019,NA,"Average",2,2792,4,3,1,7,0.472,546600,"CHARLOTTESVILLE"
2020,NA,"Average",2,2508,4,3,1,6,0.476,492800,"CHARLOTTESVILLE"
2020,NA,"Average",1,1584,3,2,0,7,0.462,476700,"CHARLOTTESVILLE"
2019,NA,"Average",2,2792,5,4,0,8,0.459,558500,"CHARLOTTESVILLE"
2019,NA,"Average",2,2454,4,3,1,7,0.459,528000,"CHARLOTTESVILLE"
2019,NA,"Average",2,2404,5,3,1,8,0.459,513000,"CHARLOTTESVILLE"
2020,NA,"Average",1,1584,3,2,0,7,0.459,464300,"CHARLOTTESVILLE"
2020,NA,"Average",1.25,2793,4,3,1,8,0.459,568000,"CHARLOTTESVILLE"
2020,NA,"Average",1,1252,4,3,0,7,0.473,452600,"CHARLOTTESVILLE"
2019,NA,"Average",2,2412,4,2,1,6,0.805,514800,"CHARLOTTESVILLE"
2020,NA,"Average",2,2258,4,2,1,8,0.475,494100,"CHARLOTTESVILLE"
2021,NA,"Average",1,1184,3,3,0,5,0.584,403500,"CHARLOTTESVILLE"
2021,NA,"Average",2,1664,3,2,1,7,0.478,416000,"CHARLOTTESVILLE"
2019,NA,"Average",2,2472,4,2,1,7,0.605,518300,"CHARLOTTESVILLE"
2019,NA,"Average",2,2480,4,3,1,7,0.565,522900,"CHARLOTTESVILLE"
2019,NA,"Average",2,2460,5,3,1,9,0.49,522400,"CHARLOTTESVILLE"
2019,NA,"Average",2,2727,6,3,1,9,0.535,555900,"CHARLOTTESVILLE"
2019,NA,"Average",2,2796,4,3,1,8,0.564,560100,"CHARLOTTESVILLE"
2020,NA,"Average",1,1604,3,3,0,6,0.467,500800,"CHARLOTTESVILLE"
2020,NA,"Average",2,2424,5,3,1,8,0.469,510000,"CHARLOTTESVILLE"
2020,NA,"Average",2,2446,4,3,1,8,0.476,506600,"CHARLOTTESVILLE"
2018,NA,"Average",2,2480,4,3,1,8,0.478,497100,"CHARLOTTESVILLE"
2020,NA,"Average",2,2814,4,3,1,7,0.22,574000,"CROZET"
2020,NA,"Average",1,1873,2,2,0,6,0.243,561200,"CROZET"
2020,NA,"Average",2,2351,5,3,1,8,0.266,693100,"CROZET"
2021,NA,"Average",2,2780,5,4,1,8,0.251,655600,"CROZET"
2021,NA,"Average",3,2615,5,4,1,8,0.315,166000,"CROZET"
2021,NA,"Average",1,2458,4,3,1,8,0.282,762000,"CROZET"
2021,NA,"Average",2,2934,4,4,1,8,0.239,696000,"CROZET"
2021,NA,"Average",2,2300,4,2,1,7,0.311,585500,"CROZET"
2021,NA,"Average",2,2867,5,4,1,7,0.223,669000,"CROZET"
2020,NA,"Average",2,2743,3,2,1,6,0.226,528700,"CROZET"
2020,NA,"Average",2,2888,4,2,1,7,0.23,526500,"CROZET"
2020,NA,"Average",1,1714,2,2,0,5,0.224,528100,"CROZET"
2021,NA,"Average",2,2640,5,3,2,8,0.281,651200,"CROZET"
2021,NA,"Average",2,2733,4,4,1,8,0.235,646300,"CROZET"
2021,NA,"Average",2,1942,4,3,1,7,0.234,539000,"CROZET"
2021,NA,"Average",2,2638,4,3,1,8,0.225,624000,"CROZET"
2021,NA,"Average",1,1762,3,2,1,6,0.264,523900,"CROZET"
2002,NA,"Average",1.9,4607,4,4,0,13,23.124,1362700,"CHARLOTTESVILLE"
2002,NA,"Average",1.7,3314,4,3,1,9,12.173,959300,"CHARLOTTESVILLE"
1932,1984,"Average",1,936,2,1,0,4,1.17,195400,"CHARLOTTESVILLE"
1954,NA,"Average",1,800,2,1,0,5,2.34,227100,"CHARLOTTESVILLE"
1978,2006,"Good",1,2965,3,4,0,6,2,733100,"CHARLOTTESVILLE"
1978,NA,"Average",1.35,2852,4,3,0,8,8.488,624600,"CHARLOTTESVILLE"
1980,NA,"Average",1.25,3158,4,4,1,8,6.512,1091600,"CHARLOTTESVILLE"
1996,NA,"Good",2,2492,4,3,1,8,3.38,702000,"CHARLOTTESVILLE"
1997,NA,"Good",2,2604,4,3,1,12,3.89,802300,"CHARLOTTESVILLE"
1996,NA,"Good",1.5,2396,4,3,1,8,3.74,706700,"CHARLOTTESVILLE"
1996,NA,"Average",1.5,2236,4,4,0,7,4,715200,"CHARLOTTESVILLE"
2006,NA,"Good",2,3710,4,3,1,9,6.004,816900,"CHARLOTTESVILLE"
2005,NA,"Average",1,3374,4,4,2,12,3.893,857500,"CHARLOTTESVILLE"
1973,NA,"Average",1,1446,3,2,0,5,2.213,355200,"CHARLOTTESVILLE"
1945,1979,"Average",1,1151,3,1,0,5,1,151700,"CHARLOTTESVILLE"
1971,NA,"Average",1,1923,3,2,1,6,16.21,716000,"CHARLOTTESVILLE"
1940,1982,"Good",1,924,2,1,0,4,1.54,188400,"CHARLOTTESVILLE"
1972,2004,"Good",1,1152,3,1,0,6,1.3,185100,"CHARLOTTESVILLE"
1972,NA,"Fair",1,912,3,1,0,5,1.42,150900,"CHARLOTTESVILLE"
1958,NA,"Average",1,952,2,1,0,6,1.69,155300,"CHARLOTTESVILLE"
1974,NA,"Average",1,1556,3,2,0,7,0.77,157600,"CHARLOTTESVILLE"
1920,NA,"Poor",2,1579,2,1,0,4,3.12,134200,"CHARLOTTESVILLE"
1952,1981,"Fair",1,640,1,1,0,4,0.51,85000,"CHARLOTTESVILLE"
1960,NA,"Average",1,348,1,0,0,3,0.46,43800,"CHARLOTTESVILLE"
2008,NA,"Average",1,1344,3,2,0,5,1.947,243300,"CHARLOTTESVILLE"
1965,NA,"Fair",1,892,2,1,0,4,0.5,107300,"CHARLOTTESVILLE"
1995,NA,"Fair",1,960,2,1,0,5,2.29,130500,"CHARLOTTESVILLE"
1967,NA,"Average",1,880,3,1,0,5,0.5,116500,"CHARLOTTESVILLE"
1967,1986,"Poor",1,912,3,1,0,5,2,114800,"CHARLOTTESVILLE"
1958,NA,"Poor",1,768,2,1,0,4,2,100800,"CHARLOTTESVILLE"
2007,NA,"Average",1,1696,3,2,0,5,2,335000,"CHARLOTTESVILLE"
1940,1979,"Poor",1,768,2,1,0,4,8.227,206700,"CHARLOTTESVILLE"
1974,NA,"Average",1,1056,4,1,0,6,2.632,241100,"CHARLOTTESVILLE"
1950,NA,"Very Poor",1,576,2,1,0,4,0.75,88000,"CHARLOTTESVILLE"
2002,NA,"Average",1.9,3259,5,4,1,11,5.96,811500,"CHARLOTTESVILLE"
1978,NA,"Average",2,1512,4,2,1,7,2.019,220900,"CHARLOTTESVILLE"
2018,NA,"Average",1,910,2,1,0,4,1.013,211900,"CHARLOTTESVILLE"
1972,NA,"Fair",1,720,2,1,0,5,2.02,119600,"CHARLOTTESVILLE"
1966,NA,"Fair",1,1680,3,3,0,9,1.69,358200,"CHARLOTTESVILLE"
2001,NA,"Average",1.7,2837,5,5,1,12,3.44,760100,"CHARLOTTESVILLE"
2004,NA,"Average",2,2627,4,2,1,9,2.15,578900,"CHARLOTTESVILLE"
2004,NA,"Average",2,3071,3,2,1,8,2.56,687800,"CHARLOTTESVILLE"
2001,NA,"Average",1.9,2694,4,2,1,9,2.8,588500,"CHARLOTTESVILLE"
2001,NA,"Average",2,3116,4,3,0,8,4.28,681200,"CHARLOTTESVILLE"
2004,NA,"Average",1.5,3981,5,5,1,8,21.06,1337500,"CHARLOTTESVILLE"
2002,NA,"Average",2,2862,5,3,1,10,2,698000,"CHARLOTTESVILLE"
2002,NA,"Average",1.5,2877,4,2,1,9,2.27,634500,"CHARLOTTESVILLE"
2002,NA,"Average",1.9,4604,6,6,1,10,21.55,1153800,"CHARLOTTESVILLE"
2004,NA,"Average",2,2735,5,3,1,9,4.11,647300,"CHARLOTTESVILLE"
2004,NA,"Average",2,2996,4,4,1,8,2,636500,"CHARLOTTESVILLE"
1880,1992,"Average",2,1815,3,1,1,6,2.08,308830,"CHARLOTTESVILLE"
2006,NA,"Average",2,3744,4,4,1,12,28.533,1606200,"CHARLOTTESVILLE"
1951,NA,"Average",1.5,2160,4,2,0,7,2.55,373800,"CHARLOTTESVILLE"
1957,NA,"Average",1,2054,3,2,0,7,2.3,429000,"CHARLOTTESVILLE"
1800,NA,"Poor",2,2463,5,1,0,8,2.819,159200,"CHARLOTTESVILLE"
2005,NA,"Fair",1,1720,3,3,0,8,2,282000,"CHARLOTTESVILLE"
2014,NA,"Average",1.5,1644,4,3,0,7,1.478,278600,"CHARLOTTESVILLE"
1947,NA,"Poor",1.5,1262,3,1,0,6,0.8,131300,"CHARLOTTESVILLE"
1945,1989,"Average",1.18,2479,3,3,1,7,3.641,552000,"CHARLOTTESVILLE"
1843,NA,"Average",2,4084,4,1,1,7,6.474,645600,"CHARLOTTESVILLE"
1880,NA,"Good",1.3,1174,2,1,0,4,0.721,192200,"CHARLOTTESVILLE"
1955,NA,"Good",1,3322,4,3,1,5,1.63,512900,"CHARLOTTESVILLE"
1908,NA,"Good",2,1706,3,2,0,8,6.933,454800,"CHARLOTTESVILLE"
1952,NA,"Fair",1,1220,2,1,0,5,2,237600,"CHARLOTTESVILLE"
2019,NA,"Average",2,3036,3,3,1,8,3.13,915500,"CHARLOTTESVILLE"
1996,NA,"Average",1.7,1904,3,2,1,4,6.26,441300,"CHARLOTTESVILLE"
1961,2013,"Good",1,2056,4,2,0,8,1.249,385900,"CHARLOTTESVILLE"
2002,NA,"Average",1,2510,3,3,0,8,5.09,532800,"CHARLOTTESVILLE"
1971,NA,"Average",1.5,2854,4,2,1,10,3.39,488300,"CHARLOTTESVILLE"
1976,NA,"Average",2,4875,5,3,1,12,42.74,1395500,"CHARLOTTESVILLE"
1974,NA,"Good",2,2428,3,1,1,6,3.436,390700,"CHARLOTTESVILLE"
1998,NA,"Good",1,1380,1,1,0,3,37.14,672900,"CHARLOTTESVILLE"
1973,NA,"Average",1,1248,3,2,0,6,4,311900,"CHARLOTTESVILLE"
1977,NA,"Average",1,1595,3,3,0,8,3.061,393100,"CHARLOTTESVILLE"
1886,NA,"Fair",2,3505,4,2,0,9,3,387600,"CHARLOTTESVILLE"
1981,2008,"Average",1.3,3153,3,3,1,9,12.456,853800,"CHARLOTTESVILLE"
1984,NA,"Average",1.7,2394,4,2,1,4,19.32,636000,"CHARLOTTESVILLE"
1977,NA,"Excellent",1.3,2887,5,3,1,13,7.67,1196500,"CHARLOTTESVILLE"
1983,NA,"Average",1.5,3584,4,4,1,10,8,1133700,"CHARLOTTESVILLE"
1973,NA,"Average",1,3592,3,3,0,8,13.85,739900,"CHARLOTTESVILLE"
1974,NA,"Good",1,4289,5,1,2,7,14.304,1366100,"CHARLOTTESVILLE"
1935,NA,"Poor",1.7,2508,3,1,0,4,36.866,566100,"CHARLOTTESVILLE"
1991,NA,"Average",1,2750,4,2,1,9,6.099,627000,"CHARLOTTESVILLE"
1984,NA,"Average",2,2265,3,3,0,8,30.872,935300,"CHARLOTTESVILLE"
1967,1988,"Fair",1,2500,4,3,0,7,6.254,463000,"CHARLOTTESVILLE"
1991,NA,"Good",1,1790,4,3,0,9,2,418600,"CHARLOTTESVILLE"
1978,NA,"Average",1,3494,3,3,0,10,4,763800,"CHARLOTTESVILLE"
1975,1996,"Average",1,2040,3,3,0,5,7.3,682200,"CHARLOTTESVILLE"
1992,NA,"Average",1.3,2018,3,2,1,6,5.948,744700,"CHARLOTTESVILLE"
2002,NA,"Average",1,1484,3,3,0,8,4.67,425100,"CHARLOTTESVILLE"
1977,NA,"Average",1,1904,3,3,0,7,2.02,358400,"CHARLOTTESVILLE"
1980,NA,"Average",1,2426,4,2,2,9,15.51,1026200,"CHARLOTTESVILLE"
1973,NA,"Fair",1,309,1,1,0,4,47.05,483100,"CHARLOTTESVILLE"
1960,NA,"Average",1.5,1377,4,2,0,7,6.978,368200,"CHARLOTTESVILLE"
1900,1989,"Good",1,2816,3,3,0,8,5,753500,"CHARLOTTESVILLE"
1983,1986,"Average",1,1318,2,2,0,5,5.88,414400,"CHARLOTTESVILLE"
1952,1981,"Average",1.3,2896,4,3,1,9,6.11,763600,"CHARLOTTESVILLE"
2021,NA,"Average",1.38,2608,3,1,1,6,21,444900,"CHARLOTTESVILLE"
1992,NA,"Good",2,4024,3,2,1,7,10.812,1077400,"CHARLOTTESVILLE"
1965,2009,"Average",2,2980,3,3,0,6,7.868,561012,"CHARLOTTESVILLE"
1993,NA,"Average",2,2428,4,4,1,7,2.001,506500,"CHARLOTTESVILLE"
1988,NA,"Average",2,2788,4,3,1,8,5.437,537200,"CHARLOTTESVILLE"
1990,NA,"Average",2,4667,4,4,1,10,21.073,1163300,"CHARLOTTESVILLE"
1991,NA,"Average",1.7,3819,3,3,1,9,6.823,944600,"CHARLOTTESVILLE"
1990,NA,"Excellent",2,3280,4,5,0,8,20.26,1079600,"CHARLOTTESVILLE"
1988,NA,"Good",1.5,4725,3,3,1,10,5.255,1367600,"CHARLOTTESVILLE"
1989,NA,"Average",2,2560,3,2,1,9,24.223,911600,"CHARLOTTESVILLE"
2002,NA,"Average",1,933,2,1,0,5,3.15,342100,"CHARLOTTESVILLE"
1800,NA,"Average",1,1204,3,1,0,5,2.54,235000,"CHARLOTTESVILLE"
1952,1982,"Average",1,1161,1,1,0,3,0.61,210600,"CHARLOTTESVILLE"
1790,2017,"Good",1.3,1388,2,2,0,5,2.876,254300,"CHARLOTTESVILLE"
2006,NA,"Average",1,1476,2,2,0,8,2.08,399500,"CHARLOTTESVILLE"
2004,NA,"Average",1.3,1680,3,2,0,7,1.582,338000,"CHARLOTTESVILLE"
2000,NA,"Average",1.7,2324,3,3,0,7,5.61,565900,"CHARLOTTESVILLE"
1984,NA,"Average",1,2925,3,5,1,9,5.525,645900,"CHARLOTTESVILLE"
2013,NA,"Average",1.7,3270,4,3,1,8,4.62,567700,"CHARLOTTESVILLE"
2014,NA,"Average",1.7,2098,4,3,1,8,5.91,495100,"CHARLOTTESVILLE"
1967,NA,"Average",2,3072,5,4,0,10,4.8,631800,"CHARLOTTESVILLE"
1994,NA,"Average",2,2279,3,2,1,7,0.286,337100,"CHARLOTTESVILLE"
2003,NA,"Average",2,3479,4,4,0,11,4.15,727200,"CHARLOTTESVILLE"
2004,NA,"Average",1.9,4032,5,3,2,11,8.07,919100,"CHARLOTTESVILLE"
2003,NA,"Average",2,3019,4,3,1,9,4.93,698700,"CHARLOTTESVILLE"
2008,NA,"Average",1.7,2383,3,2,1,6,2,333800,"CHARLOTTESVILLE"
2009,NA,"Average",2,3209,4,4,0,8,16.05,1060500,"CHARLOTTESVILLE"
1975,1986,"Average",1.3,1804,3,3,0,8,5.036,382450,"CHARLOTTESVILLE"
2021,NA,"Average",1,3696,5,7,0,12,75.71,682900,"CHARLOTTESVILLE"
1974,NA,"Average",1,2006,4,2,0,10,9.393,739300,"CHARLOTTESVILLE"
1986,NA,"Average",2,3365,3,3,1,8,17.581,797600,"CHARLOTTESVILLE"
1925,1957,"Good",2,3096,5,3,0,11,5.08,827800,"CHARLOTTESVILLE"
1988,NA,"Good",1,1648,4,3,0,6,11.742,791600,"CHARLOTTESVILLE"
1973,NA,"Good",1,1696,3,2,1,5,13.37,749000,"CHARLOTTESVILLE"
1989,NA,"Average",2,2992,3,4,0,11,7.01,893100,"CHARLOTTESVILLE"
1986,NA,"Fair",2,2185,3,3,1,6,40.462,1079900,"CHARLOTTESVILLE"
1870,NA,"Poor",2,1838,3,1,0,5,193.9,1893700,"CHARLOTTESVILLE"
1956,NA,"Average",1.3,1735,3,1,1,7,4.04,304300,"CHARLOTTESVILLE"
1974,NA,"Average",1,1232,3,2,0,6,3,282600,"CHARLOTTESVILLE"
1819,NA,"Average",1.75,2916,3,2,1,6,3,575400,"CHARLOTTESVILLE"
2004,NA,"Average",1.5,6152,5,7,2,12,27.68,2187600,"CHARLOTTESVILLE"
1988,NA,"Average",1.5,4108,4,4,1,10,43.42,1497000,"CHARLOTTESVILLE"
1944,NA,"Average",1.3,1647,4,2,0,7,0.53,209300,"CHARLOTTESVILLE"
1998,NA,"Good",1.3,3648,4,3,1,9,25.12,1471100,"CHARLOTTESVILLE"
1900,NA,"Average",1.5,1620,2,2,1,5,2.322,375100,"CHARLOTTESVILLE"
2018,NA,"Average",2,5894,4,6,1,10,22.7,1522400,"CHARLOTTESVILLE"
1970,NA,"Average",1,1636,4,3,0,9,13.631,479700,"CHARLOTTESVILLE"
1979,NA,"Average",1.5,2684,4,2,0,8,1.91,473700,"CHARLOTTESVILLE"
1990,NA,"Average",1.5,3971,6,5,1,12,2.009,753500,"CHARLOTTESVILLE"
1978,NA,"Average",1,1991,4,3,0,8,2.021,442600,"CHARLOTTESVILLE"
1985,NA,"Average",1,1619,3,2,0,6,3.356,386400,"CHARLOTTESVILLE"
1984,2000,"Average",1,3154,3,3,1,7,3.935,563800,"CHARLOTTESVILLE"
1978,NA,"Average",1,1595,4,2,1,8,5.558,446000,"CHARLOTTESVILLE"
1978,NA,"Good",1,1618,3,3,1,6,4.657,455100,"CHARLOTTESVILLE"
1986,NA,"Average",1.7,1560,3,2,0,7,5.34,356800,"CHARLOTTESVILLE"
2014,NA,"Average",1,2938,3,3,1,8,2.78,648900,"CHARLOTTESVILLE"
1977,NA,"Average",2,2737,3,2,0,8,6.772,505100,"CHARLOTTESVILLE"
1978,NA,"Average",1,1400,3,2,0,8,5.23,429100,"CHARLOTTESVILLE"
1983,NA,"Average",1,1947,3,3,0,6,2.112,393800,"CHARLOTTESVILLE"
1986,NA,"Good",2,1664,4,3,1,7,2.109,391600,"CHARLOTTESVILLE"
1979,NA,"Average",1,1300,4,3,0,7,2.022,335900,"CHARLOTTESVILLE"
1978,NA,"Good",1.75,1892,4,4,0,7,2.002,416700,"CHARLOTTESVILLE"
1978,1992,"Good",1,2853,5,3,1,8,2.047,607100,"CHARLOTTESVILLE"
1977,2009,"Average",2,3865,4,4,1,9,4.069,552300,"CHARLOTTESVILLE"
1910,NA,"Fair",1,1290,3,1,1,6,11.1,307500,"CHARLOTTESVILLE"
1978,NA,"Average",1,1272,3,3,0,7,2.628,343300,"CHARLOTTESVILLE"
1984,2018,"Excellent",1.3,1392,4,3,0,8,1.01,355100,"CHARLOTTESVILLE"
1978,NA,"Average",1,1344,3,3,0,7,2.97,369500,"CHARLOTTESVILLE"
1978,NA,"Average",1,1324,3,3,0,8,3.393,372900,"CHARLOTTESVILLE"
1978,NA,"Average",1,1286,3,2,0,6,2,348300,"CHARLOTTESVILLE"
1985,NA,"Good",1.7,1561,3,3,0,7,2.103,349600,"CHARLOTTESVILLE"
1979,2000,"Good",1.3,1586,3,3,0,7,2,422000,"CHARLOTTESVILLE"
1980,NA,"Good",1.7,2425,4,2,1,11,2,557100,"CHARLOTTESVILLE"
1979,NA,"Average",1,1266,3,3,0,7,2,327000,"CHARLOTTESVILLE"
1984,NA,"Average",1,1216,4,3,0,8,2.167,343200,"CHARLOTTESVILLE"
1977,NA,"Poor",1.3,2164,4,3,0,8,2,211500,"CHARLOTTESVILLE"
1978,NA,"Average",1,1344,3,3,0,6,2,369300,"CHARLOTTESVILLE"
1999,NA,"Good",1.5,1496,3,2,0,7,2.31,341200,"CHARLOTTESVILLE"
1979,NA,"Average",2,1440,3,2,0,7,2,330900,"CHARLOTTESVILLE"
1979,NA,"Good",1,1248,3,2,0,7,2,377200,"CHARLOTTESVILLE"
1979,NA,"Good",2,1440,3,3,1,8,2.274,316700,"CHARLOTTESVILLE"
1978,NA,"Average",1,1248,4,2,1,8,2.436,358100,"CHARLOTTESVILLE"
1979,NA,"Average",1,1276,4,2,1,8,2.004,335900,"CHARLOTTESVILLE"
1976,NA,"Average",1,1630,3,3,1,8,2,404500,"CHARLOTTESVILLE"
1978,NA,"Average",1,1276,3,3,0,8,2,377300,"CHARLOTTESVILLE"
1984,2002,"Good",1.5,1996,3,3,0,7,2,450100,"CHARLOTTESVILLE"
1986,NA,"Average",1.9,2184,4,2,0,7,2,381000,"CHARLOTTESVILLE"
1977,NA,"Good",1.7,1596,3,2,0,6,2,392300,"CHARLOTTESVILLE"
1991,NA,"Average",1.3,3042,3,2,1,6,2,616500,"CHARLOTTESVILLE"
1991,NA,"Average",1,1816,4,3,0,9,2,430800,"CHARLOTTESVILLE"
1972,NA,"Fair",1,1008,3,1,1,5,2.3,204000,"CHARLOTTESVILLE"
1977,NA,"Average",1,1628,4,3,0,7,2.795,442500,"CHARLOTTESVILLE"
1977,NA,"Good",2,3248,4,3,1,10,3.243,586000,"CHARLOTTESVILLE"
1978,NA,"Good",1,2020,3,3,0,7,4.763,565700,"CHARLOTTESVILLE"
2002,NA,"Average",2,3376,3,3,1,8,2,967200,"CHARLOTTESVILLE"
1979,NA,"Average",2,1891,4,3,1,8,7.413,593000,"CHARLOTTESVILLE"
1982,NA,"Average",1.5,2560,4,3,1,10,8.641,772800,"CHARLOTTESVILLE"
1976,NA,"Fair",1,3345,3,2,1,8,6,658500,"CHARLOTTESVILLE"
2011,NA,"Average",2,3792,5,4,1,10,6.007,812500,"CHARLOTTESVILLE"
1983,NA,"Good",1,2578,4,3,1,8,6.093,701500,"CHARLOTTESVILLE"
1984,NA,"Fair",2,5137,4,3,1,8,5.351,883800,"CHARLOTTESVILLE"
2007,NA,"Average",1.9,4624,4,5,0,8,5.399,877200,"CHARLOTTESVILLE"
1991,NA,"Average",1,1920,3,3,0,8,2.007,450300,"CHARLOTTESVILLE"
1985,1989,"Average",1,2095,3,2,0,7,3.844,453800,"CHARLOTTESVILLE"
1980,NA,"Average",1.9,1767,3,2,1,7,3.701,374600,"CHARLOTTESVILLE"
1979,NA,"Average",1,1300,3,2,0,6,2.117,355100,"CHARLOTTESVILLE"
1979,NA,"Average",1.7,1756,3,2,2,7,2.032,366800,"CHARLOTTESVILLE"
1979,NA,"Average",1,1331,3,2,0,7,2.464,365400,"CHARLOTTESVILLE"
1980,NA,"Average",1.5,1804,4,3,0,8,2.358,362400,"CHARLOTTESVILLE"
1989,NA,"Average",1.7,2197,4,2,1,8,2.123,393800,"CHARLOTTESVILLE"
1980,NA,"Average",1,1530,3,2,0,6,2.113,363400,"CHARLOTTESVILLE"
1995,NA,"Average",1.9,2319,3,2,1,7,0.267,340000,"CHARLOTTESVILLE"
1987,NA,"Average",2,2112,3,2,1,7,2.489,397600,"CHARLOTTESVILLE"
1980,NA,"Good",1.5,1680,4,3,0,8,2.748,421400,"CHARLOTTESVILLE"
1980,NA,"Average",2,1536,3,3,0,7,3.003,373700,"CHARLOTTESVILLE"
1988,NA,"Average",2,2112,3,3,0,7,4.633,418300,"CHARLOTTESVILLE"
1991,NA,"Average",1.9,2323,3,2,1,7,5.226,465300,"CHARLOTTESVILLE"
1998,NA,"Average",2,2942,4,3,0,8,9.811,606600,"CHARLOTTESVILLE"
1988,NA,"Good",1.7,1716,3,3,0,6,2.208,430200,"CHARLOTTESVILLE"
1979,NA,"Average",1,1504,5,3,0,9,2.296,375500,"CHARLOTTESVILLE"
1979,NA,"Average",1.5,1784,4,2,0,8,2.439,383700,"CHARLOTTESVILLE"
1979,NA,"Average",1.7,1758,3,4,0,10,2.164,377600,"CHARLOTTESVILLE"
1982,NA,"Average",1,1472,3,2,0,6,2.007,371500,"CHARLOTTESVILLE"
1979,NA,"Average",1,1394,4,2,1,8,2.038,351600,"CHARLOTTESVILLE"
1987,NA,"Average",2,2198,4,3,1,9,2,385000,"CHARLOTTESVILLE"
1986,NA,"Average",1.5,2180,4,3,0,10,2,479700,"CHARLOTTESVILLE"
1987,NA,"Average",2,1872,3,2,1,7,2,377500,"CHARLOTTESVILLE"
1980,NA,"Average",1.7,1496,3,2,1,6,2.07,437600,"CHARLOTTESVILLE"
1986,NA,"Average",1.5,1950,3,2,1,7,2,378300,"CHARLOTTESVILLE"
1988,NA,"Average",1.5,1996,3,2,1,7,2.18,376300,"CHARLOTTESVILLE"
1986,NA,"Average",1.5,2982,4,3,1,8,2.58,557200,"CHARLOTTESVILLE"
1983,NA,"Average",1.7,2658,4,4,0,9,6.5,675700,"CHARLOTTESVILLE"
1984,NA,"Fair",1.7,3198,5,3,0,9,7.46,564400,"CHARLOTTESVILLE"
1986,NA,"Average",1.7,1783,3,2,2,7,2.58,390900,"CHARLOTTESVILLE"
1986,NA,"Average",2,1872,3,3,1,7,2,492100,"CHARLOTTESVILLE"
1985,NA,"Average",2,1872,3,2,1,6,2.01,356700,"CHARLOTTESVILLE"
1986,NA,"Good",2,1920,3,2,1,6,2.04,364700,"CHARLOTTESVILLE"
1980,NA,"Good",2,2280,4,2,2,8,2,469900,"CHARLOTTESVILLE"
1980,NA,"Average",1.3,2730,4,3,0,7,2,501100,"CHARLOTTESVILLE"
1990,NA,"Good",2,2603,4,2,1,7,2.18,573900,"CHARLOTTESVILLE"
1985,NA,"Average",1.3,2394,4,3,1,8,7.42,703800,"CHARLOTTESVILLE"
1993,NA,"Good",2,3052,4,3,0,9,6.072,601100,"CHARLOTTESVILLE"
1996,NA,"Average",1.9,3192,4,2,1,8,5.816,593300,"CHARLOTTESVILLE"
1994,NA,"Average",1.9,2646,4,2,1,7,9.2,543100,"CHARLOTTESVILLE"
1994,NA,"Good",2,2728,4,2,1,8,4.938,588200,"CHARLOTTESVILLE"
1991,NA,"Good",1.9,2896,4,2,1,8,3.104,498100,"CHARLOTTESVILLE"
2002,NA,"Average",2,2440,4,2,1,8,0.66,412800,"CHARLOTTESVILLE"
2003,NA,"Average",2,2338,3,2,1,8,1.023,389000,"CHARLOTTESVILLE"
1996,NA,"Average",2,2240,4,2,1,7,0.311,388200,"CHARLOTTESVILLE"
2002,NA,"Average",1.5,2194,4,2,1,8,0.256,395600,"CHARLOTTESVILLE"
1995,NA,"Average",2,2452,3,2,1,6,0.266,410300,"CHARLOTTESVILLE"
1997,NA,"Average",2,2899,5,3,1,8,0.266,437600,"CHARLOTTESVILLE"
1995,NA,"Average",2.7,2656,4,2,2,6,0.266,425400,"CHARLOTTESVILLE"
1996,NA,"Average",2,2128,4,2,1,8,0.266,378300,"CHARLOTTESVILLE"
1996,NA,"Average",2,2377,4,3,1,7,0.294,397500,"CHARLOTTESVILLE"
1996,NA,"Average",2,2516,4,2,1,7,0.278,409900,"CHARLOTTESVILLE"
1995,NA,"Average",2,2248,4,2,1,7,0.33,380600,"CHARLOTTESVILLE"
1996,NA,"Average",1.5,1833,3,3,1,6,0.362,365900,"CHARLOTTESVILLE"
2005,NA,"Average",2,2184,3,2,1,7,0.213,374800,"CHARLOTTESVILLE"
1993,NA,"Average",2,2906,4,2,1,6,0.377,440700,"CHARLOTTESVILLE"
1993,NA,"Average",1,1564,3,2,1,7,0.361,338600,"CHARLOTTESVILLE"
